line,temperature,pressure,power_consumption,yield_rate,defect_count,thickness,cycle_time
A,334.7,3.2,659.6,93.03,59,303.7,40.8
B,338.5,2.25,1973.8,72.96,53,311.9,53.6
B,332.5,2.91,921.9,90.52,71,299.8,32.2
B,375.7,3.15,1156.0,91.96,36,323.1,69.4
A,362.8,2.78,1411.7,81.83,43,316.2,37.0
D,349.5,2.15,474.8,84.81,54,303.4,32.2
D,313.6,2.75,329.3,92.64,77,296.4,33.8
C,321.0,2.72,1602.7,96.29,68,317.0,45.9
B,355.3,3.11,583.4,89.87,42,306.4,93.0
B,356.7,2.44,255.9,85.51,50,299.0,98.0
D,349.5,1.64,221.1,83.76,50,315.1,43.9
C,369.9,2.11,688.8,89.05,41,320.6,55.4
A,313.3,2.43,352.4,63.78,69,285.0,68.4
D,359.1,2.51,271.2,95.88,53,297.2,79.8
D,357.4,2.82,230.8,82.64,48,316.0,37.7
D,321.3,2.46,179.7,54.29,63,300.7,44.3
C,331.9,2.28,424.4,78.92,58,289.5,80.1
C,370.8,2.17,310.5,88.37,46,323.1,111.2
B,315.8,2.44,415.5,91.73,76,289.2,62.7
D,423.9,2.57,243.6,81.43,27,324.2,39.9
D,366.7,2.6,1658.4,92.35,45,309.5,59.4
A,348.3,2.77,177.3,83.24,46,304.6,68.1
A,342.4,2.62,1556.2,92.58,47,295.6,41.9
B,373.6,1.9,383.8,86.93,43,303.4,44.1
D,337.7,1.97,435.1,86.77,57,305.0,64.3
D,338.9,2.34,197.6,89.48,59,304.0,33.5
A,393.6,2.36,392.2,71.75,38,305.6,59.2
B,335.9,3.07,158.1,82.91,63,292.1,53.6
B,354.1,2.15,1784.7,76.85,44,304.7,52.3
D,327.2,2.72,331.9,64.98,66,288.3,52.1
D,357.8,3.14,220.6,63.29,46,310.6,60.0
D,367.4,2.78,786.3,87.82,42,294.4,31.5
B,400.5,2.89,300.3,78.76,27,326.8,40.8
B,321.9,3.09,566.6,89.05,72,296.8,33.4
A,306.6,2.68,170.1,79.62,90,265.6,50.4
A,342.0,2.83,401.6,95.55,55,295.8,42.6
D,331.5,2.54,264.3,71.93,62,323.2,44.8
D,349.5,3.26,865.2,92.6,53,313.6,30.9
D,365.7,2.65,173.2,83.34,45,318.1,40.2
D,418.0,2.22,603.9,87.03,29,319.5,34.3
B,336.5,2.17,103.6,80.13,55,300.7,32.3
C,283.7,2.3,115.2,69.86,150,279.5,34.3
D,342.9,1.88,543.0,92.99,55,299.3,74.9
D,360.5,3.09,1105.4,91.05,47,310.5,48.7
A,320.9,3.09,409.6,81.35,64,306.4,54.0
B,357.0,2.87,372.4,74.29,44,308.5,105.8
A,354.1,2.53,147.1,77.81,52,309.6,49.2
D,357.8,2.08,925.1,86.82,50,307.1,36.3
C,373.7,2.27,428.2,66.78,39,316.3,36.1
A,347.5,2.71,236.4,94.37,60,316.4,45.1
C,366.4,2.34,895.9,83.71,43,314.5,39.0
C,296.0,2.5,397.0,61.0,102,288.3,80.4
B,321.1,1.98,177.7,82.13,65,313.6,42.3
A,339.8,2.11,148.5,68.83,55,291.5,61.8
C,319.8,2.28,1786.5,87.7,67,308.2,61.0
B,350.2,2.94,613.6,95.57,56,306.9,49.6
C,339.7,2.59,239.8,89.42,54,312.5,60.3
B,336.3,2.2,452.3,82.23,60,307.9,64.7
D,376.5,2.36,846.0,84.99,37,320.5,38.3
B,352.5,3.06,1212.0,76.12,47,311.0,43.1
B,317.5,2.79,549.3,92.89,76,280.1,88.7
D,331.9,2.1,1295.4,92.78,65,322.2,36.1
B,372.6,2.56,391.3,82.19,37,316.0,62.8
A,356.0,2.56,1077.4,94.59,44,303.9,30.9
A,385.9,2.81,116.7,80.03,41,301.2,81.7
C,375.4,2.04,664.2,91.44,37,331.8,67.5
C,338.3,2.32,350.2,64.15,54,306.8,33.5
C,393.1,2.91,756.8,90.05,37,314.0,42.2
A,395.5,2.81,715.9,78.3,32,318.2,49.1
A,296.4,2.26,502.0,84.83,115,293.1,42.3
A,351.0,2.69,1071.1,77.2,49,313.0,31.4
B,333.5,2.32,966.4,93.81,54,294.2,39.5
B,342.2,2.65,2000.1,90.68,56,284.6,118.3
B,325.5,2.81,251.4,78.66,70,314.7,44.7
B,321.8,2.21,481.4,91.02,63,297.5,33.7
D,377.0,2.36,715.9,89.98,38,304.4,77.2
B,315.0,2.54,1435.4,73.67,76,283.0,58.3
B,352.8,2.3,1110.3,77.23,45,309.5,64.3
C,309.5,2.26,442.5,74.58,87,300.7,47.7
B,388.1,2.64,455.4,79.95,32,328.5,43.0
C,350.9,2.93,192.9,73.58,55,312.9,34.5
D,372.4,2.27,1112.4,86.03,41,311.1,47.0
D,355.9,2.2,273.1,77.23,43,304.8,41.5
A,342.4,2.16,718.8,82.71,52,304.7,32.3
D,352.1,2.46,586.4,82.8,47,297.8,67.3
B,395.2,3.04,267.6,82.9,33,308.2,33.1
A,323.1,2.34,1370.2,85.4,77,287.5,113.6
B,273.5,3.03,431.6,90.94,200,293.8,40.0
D,326.4,2.31,1230.5,85.67,73,292.0,66.1
B,313.7,1.98,240.5,75.64,78,288.3,34.5
B,379.0,3.18,199.8,91.54,40,327.3,54.4
C,344.7,2.44,553.3,73.01,46,294.3,38.9
A,374.8,2.88,429.9,84.27,42,302.3,43.6
A,351.0,2.83,350.0,95.82,57,310.1,41.0
A,350.3,2.76,663.7,78.48,54,286.2,58.5
A,354.9,2.41,1956.4,72.28,44,301.9,40.2
A,394.4,2.67,296.8,78.48,33,324.2,48.1
A,355.6,2.4,590.4,92.01,44,297.8,75.9
C,383.3,1.94,878.2,93.85,36,319.8,77.1
A,381.4,2.35,271.6,76.13,39,302.9,65.4
B,345.1,2.82,277.9,62.72,55,316.9,80.8
D,347.8,2.93,1386.7,80.44,48,309.2,46.5
B,338.7,2.93,166.9,88.03,57,295.4,54.7
C,388.5,2.49,291.7,66.8,35,313.1,42.3
A,321.8,3.01,496.9,86.66,74,289.3,31.1
A,328.3,2.11,448.5,80.0,60,301.4,37.9
A,341.7,3.56,638.2,86.93,57,292.1,33.3
A,315.6,2.49,156.2,83.51,75,281.5,64.9
A,332.3,2.54,1535.2,81.66,64,298.3,34.0
A,384.1,2.02,354.7,85.01,37,304.7,48.7
A,369.5,2.31,617.9,91.46,41,311.9,32.4
A,337.4,2.78,763.4,81.99,56,297.6,33.7
B,374.1,2.71,670.1,69.39,39,327.4,46.5
A,412.5,1.93,749.5,82.09,33,327.3,43.2
B,359.4,2.62,497.2,77.74,41,302.5,33.1
B,392.6,1.83,1563.1,82.17,34,316.7,83.9
C,375.5,2.99,408.3,83.65,44,307.9,39.4
A,341.2,3.0,1047.8,81.73,56,302.4,35.0
C,355.9,2.09,235.1,67.09,49,297.5,33.8
C,365.8,2.59,900.8,83.15,42,319.8,74.8
A,327.7,1.94,596.9,91.5,65,302.0,59.3
D,271.7,2.32,1195.6,82.64,160,278.4,61.2
D,325.0,2.6,598.6,88.49,59,307.7,56.3
A,285.3,2.54,241.6,90.45,140,283.2,39.9
A,327.5,2.62,130.4,87.45,62,308.7,35.8
D,298.8,2.57,693.0,80.17,112,292.5,66.9
C,376.4,2.65,242.1,94.94,39,313.0,38.2
A,314.5,2.25,1323.5,79.18,72,302.4,30.5
A,366.3,2.43,1822.1,81.52,49,307.3,36.5
B,373.0,2.52,1710.8,83.62,42,315.0,79.1
B,371.0,2.43,216.5,94.55,45,311.3,69.2
C,293.9,3.58,492.7,87.56,106,286.9,67.1
B,383.7,2.54,1648.5,97.2,42,307.2,39.2
B,362.6,1.95,101.1,49.64,45,312.3,41.5
C,374.1,2.06,175.2,85.98,43,307.1,37.9
A,404.9,2.6,496.2,70.66,32,311.9,46.0
A,373.8,2.45,379.0,67.77,43,315.5,40.9
C,314.5,2.43,198.4,74.51,71,291.5,84.2
D,369.6,1.88,373.0,76.81,42,322.5,48.6
B,304.9,1.95,162.1,87.59,104,276.9,30.3
B,348.1,2.05,279.7,83.38,47,305.1,40.8
A,334.9,2.11,140.6,96.33,61,297.9,31.8
B,350.3,1.97,376.9,82.5,48,309.6,42.2
B,304.7,2.78,1767.3,86.37,94,284.1,60.4
A,308.2,2.57,697.3,74.26,81,289.4,54.5
A,336.5,2.84,305.1,89.95,56,310.1,62.5
B,343.3,3.04,1097.5,95.42,51,298.7,55.7
A,337.2,2.6,127.0,75.0,55,310.9,35.4
B,393.5,2.19,190.6,75.05,35,320.2,36.3
A,362.7,2.82,183.1,69.05,44,305.6,37.4
B,361.9,1.96,507.9,73.39,42,307.7,67.7
A,338.5,2.28,160.9,70.73,53,318.8,31.4
D,308.2,2.41,133.7,77.01,88,302.4,30.7
B,349.9,2.58,1619.8,80.6,51,323.1,125.0
C,404.2,2.97,1695.0,85.15,31,337.2,122.8
C,356.7,2.15,284.0,81.36,45,304.9,53.8
B,383.4,1.96,1743.7,86.64,43,322.9,45.3
A,387.2,3.11,427.9,78.85,34,310.1,32.9
B,366.8,2.9,590.7,64.4,39,309.7,66.3
B,356.6,3.7,132.6,73.23,48,305.7,52.4
C,320.4,1.89,592.1,77.59,66,290.8,36.3
B,343.7,2.56,754.9,79.16,52,295.6,32.8
A,339.2,1.92,601.0,89.19,46,302.0,40.0
A,359.9,3.16,795.0,77.0,47,321.0,45.4
B,307.6,1.76,588.0,78.14,78,275.3,39.1
C,333.9,2.12,958.5,86.41,59,292.6,67.1
B,362.1,2.62,778.0,88.87,40,312.5,67.7
B,328.9,2.56,1147.2,84.09,58,294.9,60.9
D,322.5,2.49,887.3,84.58,78,281.1,32.6
C,326.3,2.68,727.4,94.28,64,308.3,40.4
A,341.8,2.92,751.4,84.09,54,300.7,35.2
A,278.6,2.67,677.7,82.21,200,285.6,31.1
A,327.6,2.34,289.9,87.48,66,301.2,72.2
A,378.6,2.17,242.8,84.4,37,310.4,54.1
A,359.7,2.62,900.8,85.73,45,307.4,40.6
A,362.6,2.68,1399.3,73.81,46,310.3,31.5
A,295.2,2.74,1160.9,78.84,135,288.0,42.0
A,337.6,2.38,894.5,82.28,55,311.3,44.5
D,346.5,1.81,358.3,85.42,51,307.2,60.1
A,363.9,2.75,365.3,88.59,47,309.6,35.5
B,383.3,2.29,873.5,86.3,40,319.4,36.5
B,378.6,2.56,447.6,76.69,38,297.6,50.1
D,332.4,2.53,1152.5,89.73,64,303.2,51.3
A,333.1,1.96,124.3,76.86,58,305.4,32.8
B,392.4,2.49,1540.8,94.76,36,310.0,112.3
D,339.2,2.64,879.1,92.36,51,304.8,35.4
D,317.5,2.82,652.4,80.21,74,295.2,52.7
D,343.8,1.75,253.9,75.19,53,307.6,73.8
A,390.5,1.88,2103.0,92.47,33,312.3,41.1
A,322.9,2.27,892.0,89.73,76,298.2,33.8
C,337.1,2.37,563.4,87.63,60,292.0,56.1
D,324.1,1.83,582.8,83.82,62,296.3,33.2
B,378.7,2.24,833.8,81.27,40,315.6,66.0
B,358.6,1.98,794.1,67.46,47,288.2,66.9
A,377.8,2.04,393.3,82.74,36,307.1,45.1
C,397.0,2.52,177.0,82.89,37,315.5,33.0
A,304.6,2.27,155.8,83.69,93,298.7,43.1
B,327.2,2.02,423.3,73.28,66,294.3,31.9
B,337.0,2.81,274.6,79.45,68,300.7,64.5
B,352.1,2.19,148.0,89.87,51,312.3,36.4
A,365.2,3.04,473.3,87.05,35,297.1,50.4
A,335.3,1.77,1322.6,97.0,61,298.2,51.0
C,329.2,2.76,642.8,81.14,65,302.7,65.9
A,378.7,2.49,178.5,66.63,38,313.6,59.9
B,366.4,2.38,860.9,64.98,44,309.4,32.4
A,359.5,2.41,214.7,88.11,46,302.2,36.3
B,285.6,2.48,461.7,86.19,143,290.4,59.6
B,386.2,2.56,1568.9,90.42,39,315.8,53.5
A,355.5,3.01,796.0,90.72,43,313.2,80.2
B,345.1,2.44,959.1,86.08,53,307.1,35.5
A,325.4,2.99,444.5,83.17,73,288.9,39.2
A,331.0,2.37,3937.9,93.17,56,296.8,33.6
D,323.3,2.53,230.7,78.15,65,297.7,90.6
B,290.1,2.41,696.7,91.23,162,269.2,81.1
D,325.5,1.8,1213.1,67.95,61,295.7,37.0
A,302.0,2.18,567.9,85.95,88,290.0,99.2
C,348.2,3.13,1506.7,94.98,53,309.5,49.4
C,315.5,2.15,1570.0,94.61,70,287.1,48.3
B,371.9,2.82,1139.1,86.51,40,321.7,112.2
B,300.1,1.63,699.4,79.43,94,278.2,38.2
B,385.8,2.34,1221.5,85.23,37,317.7,68.2
B,375.1,2.67,220.7,91.67,44,309.4,55.5
D,318.0,2.48,615.1,81.85,70,296.1,56.1
D,347.2,2.65,257.6,79.73,49,300.8,46.5
D,324.4,1.5,154.2,69.87,67,300.6,32.8
A,367.4,2.09,757.5,65.93,42,307.3,33.8
C,404.0,2.25,241.0,85.06,35,331.1,33.0
D,385.4,2.09,172.7,90.16,36,314.3,72.9
A,329.4,2.45,505.5,75.14,62,302.0,59.2
A,353.4,1.77,162.5,96.88,49,301.5,44.5
C,395.7,2.36,509.8,92.31,34,333.6,32.2
B,365.7,3.27,724.5,80.14,46,310.6,31.6
D,380.3,2.35,136.4,58.59,38,319.7,41.0
A,369.5,1.84,664.8,80.04,37,306.3,35.0
C,352.3,2.9,593.5,72.18,48,295.2,33.0
A,347.9,2.26,198.7,66.23,52,293.3,31.6
A,313.7,1.88,698.2,86.57,78,289.3,41.6
A,327.0,2.42,692.4,77.27,55,301.3,46.4
D,322.9,2.28,402.0,86.96,70,304.3,49.0
C,339.5,2.55,386.6,67.78,57,282.6,40.7
B,353.0,2.51,373.2,86.92,49,301.8,37.6
B,346.8,2.7,182.2,85.62,50,304.7,39.6
D,356.5,2.56,2087.4,84.81,47,316.5,33.1
B,369.9,3.4,294.9,96.55,38,307.7,31.2
D,337.5,2.22,1062.6,89.77,56,306.3,70.5
B,372.1,1.95,310.8,93.26,36,304.7,119.2
B,384.1,2.12,766.9,90.51,39,322.2,46.2
B,362.5,2.95,1355.7,92.24,42,326.5,56.6
B,333.7,1.82,386.1,81.61,63,301.4,35.4
C,378.4,2.88,209.9,97.56,34,321.0,76.5
B,364.5,3.35,285.6,80.67,42,318.4,42.2
A,368.6,3.05,356.2,93.05,38,311.3,119.7
D,396.1,2.32,264.9,90.76,34,318.6,65.5
B,371.3,2.76,534.0,84.33,40,310.2,39.2
B,397.2,2.85,1061.8,84.73,35,315.3,44.0
D,345.5,2.32,548.0,83.09,54,314.8,42.2
C,337.1,2.06,902.2,91.58,58,307.1,33.4
A,384.5,2.47,169.6,93.88,34,314.3,31.8
D,320.4,2.85,568.2,73.25,75,287.9,64.6
C,406.7,3.03,165.7,95.98,33,316.7,32.4
B,389.1,2.54,1386.3,89.5,35,305.3,34.3
A,352.6,2.41,1726.9,61.95,47,296.8,79.3
C,386.0,2.45,227.7,63.44,34,320.0,46.8
C,369.9,3.27,632.0,87.82,42,301.2,74.2
B,311.3,2.57,208.3,62.67,89,292.0,39.6
D,325.5,2.79,619.8,74.27,62,297.4,68.2
C,358.6,2.96,278.1,91.52,43,303.5,95.2
A,354.8,2.4,1030.6,94.45,38,312.9,30.2
B,389.2,2.24,532.3,68.6,34,308.8,79.2
A,359.1,2.58,171.2,86.28,44,303.5,45.1
C,311.9,2.19,358.8,83.9,75,296.0,34.3
A,333.6,2.3,458.6,68.91,58,302.1,30.6
B,372.3,1.67,1119.5,89.14,43,308.3,53.3
C,295.3,2.91,863.7,96.77,100,298.9,57.3
D,307.7,2.15,422.3,83.86,88,290.9,37.2
B,338.8,2.99,123.5,81.58,56,296.8,45.9
D,377.8,2.12,162.7,88.08,34,311.5,31.5
A,343.5,1.95,439.5,80.24,54,294.5,78.0
D,363.8,1.81,458.3,92.27,46,306.5,46.5
A,350.1,1.61,207.0,83.95,45,307.4,54.5
B,345.8,3.12,188.4,65.18,56,301.3,51.4
C,330.4,2.81,200.7,60.92,57,289.8,38.7
A,375.2,2.57,108.7,82.89,41,303.0,39.0
A,312.4,3.05,567.0,77.49,83,316.8,60.6
C,343.0,2.14,224.2,73.97,46,302.9,127.5
C,384.4,2.1,284.8,81.74,35,323.0,34.0
C,327.1,2.56,173.0,80.26,63,290.0,135.7
C,303.3,2.28,326.8,77.89,92,300.9,55.5
B,286.5,3.0,157.3,71.09,126,292.3,32.0
A,370.0,3.73,386.7,75.0,43,290.8,38.3
B,372.0,2.94,376.8,81.38,42,318.3,35.9
A,339.7,2.63,1970.5,94.57,55,308.7,75.8
D,311.9,2.52,295.4,73.03,78,292.4,44.7
B,345.6,3.16,455.0,93.53,49,297.1,33.3
B,385.3,2.53,314.3,80.76,35,312.7,32.9
B,311.9,2.73,540.3,74.59,79,283.7,50.1
D,381.7,2.1,772.6,93.41,40,313.8,33.6
A,299.1,2.3,232.6,76.04,120,287.4,61.4
B,315.9,2.7,1265.8,84.03,77,304.0,48.5
B,353.3,2.98,1088.0,93.79,49,302.5,52.5
C,378.4,2.42,955.9,93.72,39,322.8,111.7
A,394.1,2.69,214.7,83.13,32,322.9,32.2
D,379.8,2.09,343.1,70.87,38,299.4,53.2
D,396.6,2.67,1611.0,93.29,38,317.5,67.4
B,355.5,2.94,102.5,76.42,47,313.2,37.9
C,331.4,2.52,246.4,73.94,64,296.7,40.0
D,385.5,2.44,113.2,70.64,36,304.6,33.5
C,390.9,2.32,333.6,69.53,35,308.8,45.0
A,377.9,2.32,598.5,86.49,42,318.5,35.3
B,368.4,3.04,177.1,61.84,41,324.9,63.3
C,391.8,2.28,1123.1,84.66,33,325.7,45.8
B,360.3,2.49,449.8,92.74,44,305.4,56.6
C,349.4,2.13,187.3,68.25,51,297.4,53.9
D,371.8,2.48,886.2,78.07,36,308.7,71.4
D,364.3,2.9,1028.1,92.08,45,306.2,30.5
B,376.6,2.05,511.8,78.69,39,307.6,73.8
A,346.0,2.12,1222.8,78.08,60,318.6,54.2
D,377.3,3.1,282.1,82.69,38,313.1,144.0
D,375.7,2.29,694.6,75.53,39,314.5,34.7
A,356.4,2.84,344.9,65.83,46,307.2,30.9
D,327.5,2.31,597.5,85.62,60,301.9,50.3
D,387.2,2.2,1237.1,88.82,34,310.0,47.6
B,313.7,3.4,120.2,72.46,86,279.7,34.6
B,321.3,2.42,148.9,66.11,72,310.8,45.4
B,355.0,2.77,1434.9,92.21,48,309.7,92.4
A,274.8,2.45,168.9,88.93,200,267.9,33.6
B,396.3,2.43,173.6,91.34,35,315.3,32.1
D,350.4,3.0,410.5,82.08,51,308.9,36.5
A,396.2,2.35,199.9,77.89,34,325.5,30.5
B,404.1,2.12,984.9,88.75,31,316.4,30.9
B,345.4,2.39,698.1,89.23,51,301.7,42.3
B,390.5,2.52,125.7,88.86,31,325.9,30.0
D,318.2,2.31,202.5,62.38,79,294.7,40.0
B,363.0,2.24,1115.1,85.28,44,314.8,44.1
B,335.8,2.0,114.8,90.7,56,294.6,63.1
C,370.9,2.29,469.7,92.48,42,319.8,46.2
B,376.5,1.92,246.7,65.37,42,324.2,34.3
A,345.2,2.11,239.3,81.07,52,290.7,41.0
B,366.3,2.81,195.1,84.76,40,301.8,42.5
A,378.3,2.92,489.7,58.75,35,318.9,48.0
A,355.6,2.52,614.0,85.52,46,304.4,48.5
B,426.2,1.9,622.8,84.36,33,335.6,69.8
B,345.9,2.31,134.5,92.96,50,310.0,34.8
D,399.7,2.96,384.8,95.62,32,314.9,37.7
B,384.4,2.68,335.0,83.77,36,321.8,30.6
B,294.2,2.03,173.6,87.34,113,284.2,40.9
C,394.8,2.82,145.1,74.58,32,307.8,44.3
A,382.2,2.35,362.3,57.41,38,306.2,66.6
C,353.4,2.25,114.6,77.48,48,318.0,32.2
A,361.1,2.63,1622.3,81.88,43,309.3,48.1
D,364.8,2.46,322.2,87.83,37,315.3,31.5
A,391.3,3.2,1310.6,92.22,35,325.8,32.7
B,337.6,2.78,232.7,80.11,56,313.1,39.7
A,397.6,2.47,1038.9,86.74,36,313.5,32.0
D,317.5,2.75,148.5,73.55,71,292.2,39.1
B,297.2,2.14,195.7,72.76,115,292.6,41.1
B,367.8,3.12,185.3,84.41,45,321.6,36.5
A,387.8,2.66,189.1,76.13,35,328.0,48.9
C,344.6,3.41,856.9,90.64,54,308.2,63.5
A,282.1,2.21,500.8,75.88,200,294.4,49.7
D,305.3,1.68,1311.4,92.01,93,295.7,63.6
A,363.1,2.41,613.3,86.61,51,295.5,74.2
A,349.7,1.64,449.8,86.09,49,293.0,51.0
A,388.5,3.42,657.5,77.76,33,315.9,38.0
B,352.2,2.47,331.8,75.59,46,295.3,38.8
B,327.8,1.98,338.9,76.44,65,291.3,78.9
A,359.3,2.26,112.1,80.68,46,300.6,72.7
C,380.5,1.85,1600.5,79.44,40,316.0,37.1
B,390.5,2.12,232.5,89.31,38,312.6,30.8
B,346.7,3.16,502.6,94.79,56,307.8,34.7
B,352.0,2.7,2361.6,91.63,46,312.7,55.3
B,373.4,2.73,191.1,63.61,40,305.3,42.2
B,327.5,2.63,209.6,96.1,70,299.8,46.5
A,372.1,2.51,363.4,80.06,42,321.9,36.3
A,343.0,1.92,907.8,83.47,54,300.1,31.0
D,347.7,2.62,170.7,90.42,48,309.2,44.4
D,350.1,3.43,1745.7,91.33,51,306.7,32.2
B,353.9,2.88,324.3,82.73,44,313.8,48.4
A,407.4,2.65,451.4,92.59,29,329.6,45.1
C,335.9,2.41,1008.4,77.49,53,283.2,42.3
B,337.5,2.2,902.4,80.38,63,300.9,125.7
A,393.4,3.86,630.7,77.16,35,314.7,50.1
A,363.3,2.81,356.4,90.82,48,317.1,38.7
C,373.0,2.51,1402.2,91.05,40,318.7,31.3
C,319.1,2.41,473.7,84.48,63,291.0,30.4
A,357.4,2.15,668.3,88.19,47,313.8,53.7
A,374.3,3.12,219.7,89.0,39,301.3,57.1
A,329.8,2.6,231.6,96.59,60,288.4,90.5
C,368.9,2.74,190.4,95.39,40,291.7,30.6
A,343.9,2.02,889.4,67.8,54,288.6,50.4
A,330.6,2.71,150.0,71.69,65,294.8,67.1
C,380.4,2.49,312.9,82.8,40,315.6,64.8
A,384.1,2.65,2509.8,80.41,36,311.2,31.8
C,353.9,2.38,656.7,89.04,46,312.7,60.2
A,363.5,2.46,153.5,90.21,42,298.5,46.4
A,389.7,2.7,705.7,92.98,37,313.3,34.0
A,338.1,2.12,785.4,78.16,50,287.9,36.2
C,360.5,2.11,1195.4,92.99,42,309.7,35.5
D,338.4,1.8,132.2,82.61,53,305.6,39.3
D,319.4,2.55,191.2,84.96,79,299.4,77.6
B,338.2,2.67,346.5,81.32,65,303.6,61.6
C,316.3,2.11,541.8,85.73,85,310.5,41.8
A,362.8,1.99,183.5,76.57,44,295.5,99.1
A,326.8,2.47,370.6,69.75,64,302.7,40.5
D,308.1,2.76,164.5,90.86,74,288.2,30.6
A,372.3,1.83,257.0,88.64,46,310.8,37.6
A,370.3,2.31,737.5,89.4,40,306.7,31.7
A,340.1,2.95,911.2,86.03,57,296.4,35.6
A,371.1,2.19,1308.1,88.46,39,305.4,90.2
A,325.8,2.27,546.7,74.21,71,313.5,96.0
B,338.8,2.78,735.1,85.25,60,307.9,39.2
B,362.2,2.43,947.5,86.36,47,304.2,63.4
D,381.0,2.67,183.5,69.08,37,314.9,50.9
D,338.5,2.84,862.9,83.66,59,305.3,86.2
B,332.1,3.09,679.6,88.59,63,314.2,102.9
A,379.5,2.95,484.2,90.45,40,313.3,39.4
B,368.4,3.24,249.8,77.94,44,314.4,49.5
B,354.5,3.29,794.9,71.84,47,299.3,43.6
A,385.4,2.75,336.6,76.43,40,313.3,32.1
C,408.4,2.56,265.4,73.03,30,318.7,62.3
B,361.0,2.41,111.8,72.79,49,315.1,43.2
B,332.3,2.22,1245.2,85.44,62,290.8,31.8
B,364.9,1.81,333.4,79.41,45,306.9,33.3
A,325.4,2.3,289.9,85.81,70,293.2,32.0
D,387.3,2.96,103.4,72.57,35,317.4,43.0
C,329.0,2.19,376.7,91.54,63,305.0,34.5
A,344.2,3.06,549.3,85.44,52,306.5,53.6
D,324.9,2.49,1047.4,85.54,75,287.0,35.9
B,355.5,2.94,162.9,71.49,44,319.3,106.5
D,356.5,2.92,900.8,94.43,47,304.5,36.0
C,372.3,2.24,496.9,93.42,42,303.0,47.3
B,353.6,3.2,758.8,79.28,45,312.4,44.5
A,351.4,3.26,560.3,60.86,44,308.9,52.5
A,332.8,2.73,1298.5,73.42,57,302.2,30.8
B,341.4,1.61,396.9,77.73,60,306.9,52.3
C,308.2,2.16,483.0,67.42,93,282.2,40.7
A,391.8,1.89,693.5,83.94,34,313.5,64.2
A,347.2,2.44,436.3,81.66,55,292.3,37.7
D,399.2,2.24,625.0,82.75,32,323.1,41.8
D,346.4,2.68,109.0,93.38,47,298.6,30.6
B,292.9,2.0,560.1,83.96,125,285.5,32.2
A,336.5,1.56,272.3,68.69,65,309.5,32.1
A,349.9,2.89,994.4,89.0,48,301.0,46.4
A,352.0,2.92,230.5,79.06,48,310.7,30.8
D,370.3,1.58,741.7,92.85,46,310.9,59.5
A,355.2,2.28,1167.0,85.21,48,301.6,64.6
B,339.9,2.34,161.9,78.45,62,308.2,41.2
A,322.6,2.26,1661.8,71.37,62,296.5,49.9
B,337.8,3.01,208.7,80.47,55,307.6,51.7
C,368.1,2.56,707.1,92.79,41,319.8,43.1
D,375.8,1.79,1044.1,94.79,41,306.0,48.1
A,329.8,2.79,108.3,65.69,68,296.2,42.8
A,380.2,2.55,1558.4,81.54,35,323.5,50.3
A,367.1,2.53,334.9,89.21,45,308.8,57.1
D,323.4,2.76,507.0,92.44,70,296.5,32.7
D,357.4,1.73,801.2,94.4,47,295.4,35.2
B,361.1,2.49,341.2,94.69,46,305.5,96.3
C,318.1,2.7,500.2,77.86,86,290.7,46.2
C,309.2,2.27,207.9,78.08,81,296.5,32.9
A,364.2,2.32,197.6,88.76,43,312.6,33.7
D,336.4,2.32,1766.5,90.32,63,284.3,30.9
B,395.4,2.85,270.2,73.63,33,308.1,46.8
B,401.6,2.06,1420.1,84.39,34,321.1,31.5
B,364.2,2.42,172.7,87.31,47,310.2,39.9
A,378.6,2.3,497.4,86.3,41,323.3,36.7
A,319.3,3.07,127.6,79.88,77,288.7,46.2
C,310.0,2.55,689.9,76.77,95,292.3,63.3
A,345.8,2.49,821.9,86.41,49,299.1,73.3
C,311.4,1.66,680.6,85.62,77,304.7,51.2
A,359.2,1.95,1038.6,87.88,44,299.5,60.9
B,326.5,2.79,221.7,71.67,66,322.5,90.2
A,355.7,2.42,173.3,68.26,44,316.0,35.3
B,344.8,2.74,473.7,92.2,56,302.5,45.4
C,369.1,2.82,165.4,81.13,41,318.3,31.4
A,359.8,2.98,306.0,85.94,48,293.8,30.5
B,337.9,2.05,181.8,76.28,54,301.6,44.1
B,308.9,3.2,623.4,88.01,80,304.0,55.1
C,354.9,2.64,143.0,92.41,51,304.1,34.0
D,297.7,2.68,208.7,79.17,99,284.3,73.1
C,387.4,1.77,1505.5,92.25,33,321.7,39.1
A,365.9,2.75,498.1,85.53,47,312.6,33.5
A,375.3,2.16,719.6,90.51,37,313.5,43.2
A,320.9,2.55,312.1,83.55,66,304.3,48.4
B,360.7,3.24,351.1,82.95,43,313.3,31.4
A,330.0,2.66,633.3,85.87,60,312.7,44.4
B,354.5,2.58,172.8,90.12,48,324.8,34.8
B,320.0,2.66,256.7,92.71,71,304.3,31.6
B,347.5,2.2,133.5,73.99,54,300.2,61.9
C,308.6,1.88,531.8,70.27,85,281.5,54.2
A,345.2,2.75,287.3,85.17,48,294.4,46.1
A,300.7,2.55,943.9,86.54,88,292.6,38.5
C,402.4,3.02,1011.3,95.9,29,313.2,34.4
B,354.8,2.14,110.2,80.29,50,310.8,60.3
C,350.2,1.99,159.4,75.73,51,297.6,35.0
B,370.3,2.78,151.9,61.76,38,314.3,96.8
