Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
460,Precious Young\youngpr01,PF,29,TOR,6,4,12.6,2.2,5.8,0.379,1.4,4.5,0.316,0.8,1.3,0.598,0.5,0.1,0.1,0.835,0.5,1.3,1.8,1.1,0.2,2.3,1.6,2.3,5.9
461,Deni Young\youngde01,C,23,DET,82,20,14.5,1.9,4.2,0.452,1.2,2.9,0.407,0.7,1.3,0.528,0.595,1.8,3.1,0.589,0.5,1.9,2.4,0.8,1.6,0.2,1.0,2.7,6.8
462,Darius Clark\clarkda01,C,32,UTA,19,16,2.0,0.3,0.8,0.375,0.2,0.5,0.452,0.1,0.3,0.464,0.5,0.0,0.0,0.838,0.6,3.1,3.7,4.5,1.3,0.2,3.1,2.7,0.8
463,Matisse Miller\millema01,PG,30,MIN,10,6,25.3,0.2,0.5,0.4,0.1,0.3,0.303,0.1,0.2,0.54,0.5,0.9,1.2,0.721,0.3,1.3,1.6,3.7,0.0,0.5,0.7,0.2,1.4
464,Kyle Scott\scottky01,C,29,PHI,1,0,17.2,1.0,2.3,0.435,0.6,1.6,0.357,0.4,0.7,0.616,0.565,1.1,1.4,0.773,0.3,2.4,2.7,0.5,2.6,2.6,5.0,2.1,3.7
465,Shake Lopez\lopezsh01,SF,35,UTA,63,1,14.7,0.5,1.1,0.455,0.0,0.1,0.432,0.5,1.0,0.452,0.455,0.6,0.8,0.72,0.2,0.3,0.5,0.5,0.5,0.3,0.4,1.3,1.6
466,Deni Miller\millede01,PF,32,ORL,30,17,9.1,9.4,16.9,0.556,1.8,5.8,0.313,7.6,11.1,0.686,0.609,0.7,0.9,0.756,1.1,0.8,1.9,1.1,0.3,0.8,0.6,2.2,21.3
467,Jaden Robinson\robinja01,PF,37,MIA,15,10,32.2,4.1,7.8,0.526,0.7,2.6,0.261,3.4,5.2,0.662,0.571,0.1,0.1,0.863,0.6,4.6,5.2,2.2,1.1,0.2,2.4,2.0,9.0
468,Matisse Hall\hallma01,PG,29,SAS,75,67,18.2,1.0,2.6,0.385,0.6,1.8,0.353,0.4,0.8,0.535,0.5,3.0,3.1,0.974,1.4,0.7,2.1,1.0,0.5,0.3,1.3,3.1,5.6
469,David Hernandez\hernada01,C,38,MIN,81,4,15.0,3.0,7.5,0.4,1.6,5.0,0.315,1.4,2.5,0.559,0.507,8.0,9.3,0.861,1.3,1.4,2.7,1.8,1.2,0.9,1.2,2.2,15.6
470,Tre Thomas\thomatr01,SG,35,LAC,74,46,25.9,6.2,13.9,0.446,1.5,3.6,0.42,4.7,10.3,0.458,0.5,0.2,0.2,0.753,3.1,0.4,3.5,2.4,0.6,0.0,0.1,2.0,14.1
471,Javonte Brown\brownja01,C,24,MIN,1,0,13.7,5.7,12.2,0.467,1.9,4.9,0.396,3.8,7.3,0.519,0.545,0.5,1.1,0.426,1.4,1.9,3.3,0.8,0.0,0.2,0.1,1.7,13.8
472,Marcus Garcia\garcima01,PF,34,CLE,77,65,13.8,1.9,3.7,0.514,0.6,1.3,0.457,1.3,2.4,0.524,0.595,2.6,3.5,0.729,0.4,1.0,1.4,3.7,0.4,0.3,2.1,2.5,7.0
473,Miles Jones\jonesmi01,C,32,SAS,7,1,26.7,2.5,5.3,0.472,1.0,2.9,0.343,1.5,2.4,0.63,0.566,0.1,0.1,0.725,0.4,1.7,2.1,0.2,0.9,0.2,2.5,1.8,6.1
474,Chris Allen\allench01,C,20,MEM,25,13,25.2,1.4,3.0,0.467,0.1,0.5,0.262,1.3,2.5,0.516,0.483,2.1,2.9,0.731,0.2,0.0,0.2,2.8,0.2,0.0,5.0,3.5,5.0
475,Jordan Allen\allenjo01,PG,22,MEM,75,52,24.2,1.3,3.1,0.419,0.3,0.9,0.353,1.0,2.2,0.449,0.468,1.7,2.7,0.637,0.7,2.2,2.9,1.4,0.4,1.3,0.4,2.2,4.6
476,Matisse Carter\cartema01,SG,25,UTA,82,12,24.2,6.6,12.9,0.512,1.2,2.8,0.432,5.4,10.1,0.534,0.558,1.2,1.8,0.672,0.1,0.1,0.2,0.8,0.5,0.1,1.6,3.1,15.6
477,Derrick Walker\walkede01,PG,28,ATL,32,26,18.8,3.4,10.0,0.34,1.3,5.6,0.233,2.1,4.4,0.472,0.405,1.3,1.4,0.902,0.3,5.9,6.2,4.7,0.3,0.5,0.9,2.3,9.4
478,Deni Adams\adamsde01,SF,23,MIN,69,13,10.4,2.4,5.8,0.414,1.0,2.7,0.358,1.4,3.1,0.463,0.5,0.6,0.7,0.863,0.4,3.9,4.3,2.0,0.7,0.8,0.9,1.1,6.4
479,Matisse Lee\leema01,C,38,TOR,68,27,18.1,2.3,4.0,0.575,0.4,0.9,0.473,1.9,3.1,0.617,0.625,2.0,2.6,0.762,0.1,0.2,0.3,0.9,1.1,0.1,1.9,2.9,7.0
480,Josh Hernandez\hernajo01,PG,22,WAS,65,1,34.7,0.2,0.5,0.4,0.0,0.1,0.286,0.2,0.4,0.616,0.4,4.0,4.6,0.868,2.8,1.6,4.4,0.0,0.7,0.0,2.9,1.5,4.4
481,Shake Davis\davissh01,SF,30,BRK,23,6,16.3,3.8,7.9,0.481,2.2,5.2,0.416,1.6,2.7,0.576,0.62,3.1,4.3,0.72,0.1,4.1,4.2,0.9,0.8,0.8,0.2,1.8,12.9
482,Tre Brown\browntr01,C,38,DAL,53,34,28.2,1.3,3.7,0.351,0.6,2.3,0.24,0.7,1.4,0.475,0.432,0.4,0.4,0.945,1.0,3.5,4.5,0.1,1.3,2.6,0.9,1.7,3.6
483,Ryan Allen\allenry01,SG,36,DET,9,6,12.8,1.7,4.5,0.378,0.8,2.1,0.378,0.9,2.4,0.391,0.467,0.1,0.1,0.693,0.4,2.2,2.6,0.8,0.9,0.2,1.9,2.6,4.3
484,Tyler Anderson\anderty01,C,28,ORL,74,51,21.7,3.2,8.6,0.372,2.0,5.2,0.38,1.2,3.4,0.358,0.488,0.5,0.7,0.728,0.7,2.5,3.2,1.2,0.2,0.0,3.9,3.2,8.9
485,Kessler Lewis\lewiske01,SG,38,MIL,70,35,12.7,1.1,2.5,0.44,0.4,1.0,0.358,0.7,1.5,0.459,0.52,0.9,1.1,0.853,1.0,2.6,3.6,5.5,0.9,1.0,1.4,0.8,3.5
486,Deni Moore\moorede01,PG,32,ATL,42,21,21.0,2.5,5.8,0.431,1.1,2.8,0.4,1.4,3.0,0.473,0.526,0.9,1.3,0.725,0.7,0.0,0.7,1.0,0.2,0.1,0.0,2.7,7.0
487,Josh White\whitejo01,SG,31,ATL,64,9,14.4,8.5,20.0,0.425,1.3,3.4,0.371,7.2,16.6,0.436,0.458,2.8,3.7,0.765,2.9,1.6,4.5,2.4,0.6,0.7,0.1,2.0,21.1
488,Chris Thomas\thomach01,PF,37,HOU,25,18,3.5,0.4,0.9,0.444,0.2,0.4,0.439,0.2,0.5,0.4,0.556,0.7,1.1,0.666,1.3,0.5,1.8,3.5,1.5,0.1,1.6,2.8,1.7
489,Obi Wilson\wilsoob01,PF,21,PHO,50,12,16.1,1.6,3.6,0.444,0.3,1.0,0.321,1.3,2.6,0.502,0.486,0.7,0.8,0.918,1.2,3.3,4.5,1.4,0.5,0.7,2.9,2.2,4.2
490,Jaden Moore\mooreja01,SF,25,LAL,15,8,27.5,6.1,11.9,0.513,2.9,6.5,0.443,3.2,5.4,0.598,0.634,8.6,11.7,0.739,0.2,2.7,2.9,2.0,0.1,0.8,1.7,1.6,23.7
491,Trey Williams\willitr01,SG,21,PHO,62,18,13.2,2.1,6.7,0.313,0.7,2.8,0.236,1.4,3.9,0.37,0.366,1.2,1.6,0.767,0.5,0.8,1.3,1.4,1.3,0.7,0.2,1.9,6.1
492,Derrick Lopez\lopezde01,C,25,MIN,77,53,14.3,1.7,3.5,0.486,1.1,2.2,0.514,0.6,1.3,0.484,0.643,1.0,1.6,0.621,1.1,7.7,8.8,2.0,0.1,0.8,3.3,1.5,5.5
493,Kyle Thompson\thompky01,C,31,OKC,11,1,15.1,4.8,10.1,0.475,2.7,6.3,0.433,2.1,3.8,0.543,0.609,5.4,5.9,0.908,0.1,2.6,2.7,0.5,0.3,0.3,1.2,1.2,17.7
494,Marcus Williams\willima01,SF,29,MIA,80,30,14.9,6.0,11.0,0.545,2.4,5.5,0.445,3.6,5.5,0.649,0.655,3.1,5.2,0.587,2.1,1.3,3.4,0.1,0.0,0.1,2.1,1.0,17.5
495,Nic Johnson\johnsni01,PF,35,BOS,80,4,26.4,2.4,4.9,0.49,0.9,2.4,0.37,1.5,2.5,0.59,0.582,0.1,0.1,1.0,0.2,1.1,1.3,0.6,0.9,0.0,0.0,2.8,5.8
496,Javonte Carter\carteja01,C,36,IND,13,2,20.5,0.8,2.1,0.381,0.5,1.6,0.339,0.3,0.5,0.512,0.5,1.4,1.8,0.79,1.8,3.4,5.2,0.1,0.5,0.3,0.7,2.0,3.5
497,Precious Mitchell\mitchpr01,C,26,POR,81,24,16.8,3.3,9.2,0.359,2.3,6.9,0.334,1.0,2.3,0.434,0.484,0.0,0.1,0.482,1.5,0.0,1.5,4.0,0.1,0.2,0.1,1.8,8.9
498,Ryan Gonzalez\gonzary01,SF,38,HOU,10,6,8.8,1.2,2.4,0.5,0.3,0.7,0.459,0.9,1.7,0.516,0.562,0.9,1.1,0.823,0.6,1.7,2.3,0.4,1.2,1.0,0.1,2.1,3.6
499,Darius Wilson\wilsoda01,PF,27,SAS,55,6,32.0,5.0,9.1,0.549,1.4,3.4,0.423,3.6,5.7,0.637,0.626,0.4,0.8,0.532,0.7,3.2,3.9,0.1,1.1,0.1,4.4,0.2,11.8
500,Walker Perez\perezwa01,PF,20,CHI,70,63,17.8,7.3,20.0,0.365,5.2,12.9,0.402,2.1,7.1,0.294,0.495,4.0,4.6,0.88,0.6,0.5,1.1,0.6,0.7,0.4,0.0,1.5,23.8
501,Isaiah King\kingis01,SG,35,PHI,53,24,16.2,2.7,6.6,0.409,0.7,2.4,0.283,2.0,4.2,0.48,0.462,0.4,0.4,0.967,0.2,0.4,0.6,5.7,0.0,0.2,1.9,2.7,6.5
502,Bennedict Smith\smithbe01,SG,31,DET,44,37,7.9,1.8,3.5,0.514,0.5,1.3,0.372,1.3,2.2,0.6,0.586,0.9,1.4,0.645,0.5,0.8,1.3,5.6,0.1,0.1,1.2,3.4,5.0
503,Mike Robinson\robinmi01,PF,32,MIL,27,24,24.4,4.2,9.0,0.467,1.2,3.3,0.367,3.0,5.7,0.52,0.533,3.2,4.7,0.671,0.4,2.5,2.9,0.0,0.0,0.3,0.4,1.9,12.8
504,Naz Lopez\lopezna01,C,20,CLE,34,12,21.1,0.8,2.0,0.4,0.3,1.0,0.349,0.5,1.0,0.538,0.475,0.5,0.6,0.779,0.1,0.5,0.6,1.5,0.3,0.2,1.2,1.1,2.4
505,Luke Harris\harrilu01,SF,30,SAS,12,0,19.2,0.7,1.4,0.5,0.2,0.5,0.324,0.5,0.9,0.538,0.571,0.8,0.9,0.857,1.7,4.2,5.9,0.6,0.3,1.1,0.2,0.4,2.4
506,Gary Smith\smithga01,PG,26,LAC,50,15,4.8,1.8,6.1,0.295,1.3,5.0,0.268,0.5,1.1,0.431,0.402,0.3,0.4,0.869,0.5,5.0,5.5,4.7,1.8,1.0,0.2,2.5,5.2
507,Quentin Anderson\anderqu01,PF,28,MIA,55,4,5.1,2.7,4.8,0.563,1.6,2.8,0.556,1.1,2.0,0.568,0.729,0.7,1.1,0.653,0.2,1.6,1.8,3.3,0.6,0.1,0.8,2.3,7.7
508,Kessler Anderson\anderke01,SF,26,DET,82,76,16.3,0.2,0.5,0.4,0.1,0.2,0.395,0.1,0.3,0.494,0.5,2.4,3.5,0.687,1.6,0.7,2.3,0.8,0.6,0.6,2.4,1.0,2.9
509,Nic Taylor\tayloni01,C,36,BOS,16,11,36.0,9.9,20.0,0.495,4.4,9.5,0.458,5.5,10.5,0.526,0.605,2.1,4.2,0.493,0.8,1.3,2.1,0.2,0.7,0.2,3.8,2.7,26.3
510,Naz Lee\leena01,PF,35,NOP,79,61,18.2,4.8,14.8,0.324,1.7,7.5,0.222,3.1,7.3,0.43,0.382,0.2,0.3,0.658,0.1,0.2,0.3,1.4,0.1,0.6,0.1,1.2,11.5
