cell_id,assembly_datetime,cell_type,factory,line,shift,capacity_mAh,internal_resistance_mOhm,production_temp_C,efficiency_pct,cycle_count,electrolyte_vol_mL,electrode_thickness_um,defect
CELL-000203,2024-08-23 02:51:55,NCM,Factory_A,L1,Afternoon,3899.3,8.777,25.01,97.568,138,8.656,94.34,Normal
CELL-000204,2024-03-12 03:46:51,NCM,Factory_B,L2,Afternoon,4079.2,8.067,20.63,98.546,31,9.628,98.54,Normal
CELL-000205,2023-08-02 09:01:29,NCA,Factory_A,L1,Night,3808.9,7.217,26.64,98.481,225,7.347,92.88,Normal
CELL-000206,2023-05-24 16:08:38,NCA,Factory_C,L4,Night,3602.3,12.151,21.59,96.428,425,9.23,93.52,Normal
CELL-000207,2024-12-25 14:46:27,LFP,Factory_A,L4,Afternoon,3816.9,7.336,33.63,96.543,75,8.531,96.57,Normal
CELL-000208,2024-07-28 09:04:25,NCM,Factory_C,L1,Morning,3888.3,11.49,26.37,96.816,39,8.767,94.84,Normal
CELL-000209,2023-05-26 12:34:14,LFP,Factory_A,L4,Night,3870.0,9.684,29.67,97.629,103,9.184,98.09,Normal
CELL-000210,2023-04-28 09:48:35,LFP,Factory_B,L2,Night,3741.8,8.078,29.37,96.951,60,8.711,96.99,Normal
CELL-000211,2023-05-08 02:07:19,LFP,Factory_A,L2,Morning,3833.7,11.157,30.13,96.985,55,8.025,103.58,Normal
CELL-000212,2024-01-16 13:02:17,LFP,Factory_B,L1,Morning,3863.9,8.749,19.19,97.598,153,7.513,101.56,Normal
CELL-000213,2023-04-30 11:59:46,NCA,Factory_A,L4,Night,3812.8,11.139,20.34,97.007,158,8.199,90.91,Normal
CELL-000214,2023-08-22 15:53:18,NCM,Factory_C,L4,Morning,3896.2,9.46,20.23,97.713,46,8.84,92.46,Normal
CELL-000215,2023-02-27 06:54:55,LFP,Factory_C,L4,Afternoon,3920.1,9.851,22.04,96.125,43,7.633,93.26,Normal
CELL-000216,2023-02-15 05:07:47,NCA,Factory_B,L3,Afternoon,3980.6,10.657,19.29,96.73,148,8.515,92.93,Normal
CELL-000217,2023-10-06 20:59:26,LFP,Factory_B,L2,Morning,3851.3,8.852,30.68,96.894,22,9.024,88.88,Normal
CELL-000218,2023-03-29 17:47:43,NCA,Factory_C,L3,Afternoon,3759.1,8.29,28.48,96.86,48,8.232,98.71,Normal
CELL-000219,2024-11-19 21:31:58,NCA,Factory_C,L1,Morning,3731.2,19.14,18.04,91.674,219,8.587,91.35,Defective
CELL-000220,2023-11-12 14:29:50,NCM,Factory_C,L2,Night,4031.1,9.554,21.83,97.597,214,9.457,99.94,Normal
CELL-000221,2024-08-22 03:50:54,NCM,Factory_C,L4,Morning,3911.4,9.957,31.08,97.102,42,8.203,93.55,Normal
CELL-000222,2024-06-11 09:38:34,LFP,Factory_C,L3,Night,3783.3,11.381,30.88,98.093,47,9.805,89.73,Normal
CELL-000223,2024-02-21 21:25:53,NCA,Factory_B,L3,Morning,3782.3,10.714,20.7,97.745,385,8.559,94.72,Normal
CELL-000224,2023-01-20 08:49:20,NCM,Factory_A,L1,Night,3893.3,10.024,21.1,97.686,90,7.87,91.37,Normal
CELL-000225,2023-11-06 13:25:02,NCM,Factory_A,L1,Morning,3874.0,10.39,32.29,96.236,33,8.25,89.45,Normal
CELL-000226,2023-02-16 20:35:06,NCA,Factory_B,L2,Afternoon,3909.3,9.602,23.12,98.224,65,9.467,96.33,Normal
CELL-000227,2024-09-09 14:54:11,NCM,Factory_B,L1,Night,3847.2,9.933,30.47,97.428,262,9.434,93.01,Normal
CELL-000228,2024-12-23 01:08:37,NCM,Factory_A,L2,Afternoon,3801.0,8.248,30.54,97.16,32,8.793,98.28,Normal
CELL-000229,2023-04-05 09:04:08,NCM,Factory_B,L4,Night,3729.6,9.603,19.51,97.864,41,8.356,99.75,Normal
CELL-000230,2023-05-09 16:54:23,NCM,Factory_B,L1,Morning,3891.7,9.816,19.58,96.865,144,8.922,92.86,Normal
CELL-000231,2024-02-17 21:42:21,LFP,Factory_C,L2,Morning,3877.5,9.528,22.05,97.305,212,9.152,96.95,Normal
CELL-000232,2023-04-17 01:42:33,NCA,Factory_A,L2,Morning,3885.1,11.695,23.32,97.41,439,9.066,98.02,Normal
CELL-000233,2024-02-29 05:54:12,NCM,Factory_C,L1,Morning,3956.3,11.239,21.5,96.327,36,7.59,95.24,Normal
CELL-000234,2023-12-07 09:02:47,NCM,Factory_A,L1,Morning,3422.1,45.133,30.96,94.039,292,8.329,94.86,Defective
CELL-000235,2024-01-18 21:14:44,NCA,Factory_A,L3,Night,3956.6,8.057,22.02,95.133,214,9.387,98.82,Normal
CELL-000236,2023-03-15 07:29:19,NCM,Factory_C,L2,Afternoon,3885.2,8.779,29.46,98.029,17,8.082,90.93,Normal
CELL-000237,2023-11-30 19:39:21,LFP,Factory_C,L2,Afternoon,3906.7,10.366,29.82,96.568,113,8.58,96.06,Normal
CELL-000238,2024-03-19 10:15:54,LFP,Factory_B,L2,Afternoon,3750.0,9.21,32.84,96.683,52,7.694,91.37,Normal
CELL-000239,2023-06-27 19:10:44,NCM,Factory_C,L4,Afternoon,3821.0,9.831,30.57,97.28,21,7.968,95.78,Normal
CELL-000240,2023-12-04 05:22:47,LFP,Factory_B,L2,Morning,3746.2,9.125,22.49,97.262,18,9.155,91.8,Normal
CELL-000241,2024-11-01 03:54:44,LFP,Factory_B,L3,Morning,3858.5,8.117,27.15,96.435,8,8.771,90.96,Normal
CELL-000242,2023-08-09 03:28:56,LFP,Factory_B,L1,Night,3868.3,12.334,27.64,97.11,102,7.849,91.01,Normal
CELL-000243,2023-12-27 23:58:04,NCM,Factory_A,L2,Afternoon,3582.1,16.628,30.57,94.825,96,8.798,92.09,Defective
CELL-000244,2024-10-19 16:56:20,LFP,Factory_A,L4,Morning,3757.5,10.257,22.72,98.302,348,7.782,90.3,Normal
CELL-000245,2023-05-15 10:02:06,LFP,Factory_B,L2,Night,3754.5,6.851,23.14,98.105,19,8.553,91.04,Normal
CELL-000246,2023-09-18 08:29:07,LFP,Factory_A,L1,Afternoon,3140.7,32.571,22.4,93.1,379,9.009,95.94,Defective
CELL-000247,2024-03-09 06:36:25,NCA,Factory_B,L2,Night,3909.3,9.647,22.16,97.924,33,7.544,89.16,Normal
CELL-000248,2024-02-15 07:13:41,LFP,Factory_B,L2,Afternoon,3913.2,12.402,23.27,96.782,301,7.986,98.22,Normal
CELL-000249,2023-03-06 01:13:07,NCA,Factory_B,L2,Night,3775.3,9.195,22.15,97.006,80,7.597,95.58,Normal
CELL-000250,2024-03-25 02:15:00,NCM,Factory_B,L3,Night,3902.7,8.382,26.91,98.304,294,8.305,100.17,Normal
CELL-000251,2023-12-05 23:10:15,NCM,Factory_B,L2,Night,3989.0,9.12,28.24,98.763,11,8.689,93.75,Normal
CELL-000252,2023-06-21 17:32:39,NCM,Factory_A,L1,Afternoon,3749.6,10.043,30.28,97.141,127,7.957,90.62,Normal
CELL-000253,2024-03-24 17:47:19,NCA,Factory_B,L2,Morning,3718.3,18.293,22.87,94.794,38,8.715,98.37,Defective
CELL-000254,2024-09-11 15:47:20,NCM,Factory_A,L1,Night,3845.4,8.629,27.69,96.678,25,7.884,95.9,Normal
CELL-000255,2023-09-21 14:03:39,LFP,Factory_C,L3,Night,3795.8,7.044,21.26,97.813,24,8.056,100.27,Normal
CELL-000256,2024-05-09 15:26:49,LFP,Factory_C,L1,Night,3844.9,11.017,23.09,96.132,250,9.292,90.98,Normal
CELL-000257,2023-07-09 06:28:25,NCM,Factory_C,L3,Afternoon,3905.3,12.363,20.04,97.5,89,8.051,95.26,Normal
CELL-000258,2024-11-24 22:47:02,LFP,Factory_C,L2,Morning,3881.6,11.206,32.12,97.115,114,7.338,103.32,Normal
CELL-000259,2023-07-04 15:12:53,NCM,Factory_B,L4,Afternoon,3922.7,9.302,30.6,97.801,110,8.932,96.13,Normal
CELL-000260,2023-12-12 11:53:28,LFP,Factory_A,L1,Night,3910.1,11.409,29.34,96.313,381,8.276,96.06,Normal
CELL-000261,2023-06-20 13:40:42,NCM,Factory_A,L3,Morning,3826.6,11.073,29.18,96.529,135,9.417,98.97,Normal
CELL-000262,2023-08-24 07:53:39,NCA,Factory_A,L2,Afternoon,3478.2,42.026,31.61,94.431,5,8.573,90.99,Defective
CELL-000263,2023-01-11 16:40:11,NCM,Factory_A,L4,Morning,3923.1,9.187,21.03,96.849,130,7.233,95.84,Normal
CELL-000264,2024-12-03 16:42:31,NCM,Factory_A,L1,Afternoon,3829.4,8.926,31.15,97.65,165,8.797,95.49,Normal
CELL-000265,2024-07-25 13:09:24,NCM,Factory_C,L2,Night,3808.1,12.512,22.92,97.025,35,8.645,91.69,Normal
CELL-000266,2024-05-31 23:02:34,NCM,Factory_B,L4,Afternoon,3585.4,42.493,21.73,90.977,17,9.002,89.5,Defective
CELL-000267,2023-05-16 18:17:44,LFP,Factory_B,L3,Night,3843.4,9.928,22.42,98.521,6,7.997,94.81,Normal
CELL-000268,2024-12-21 07:06:57,NCM,Factory_C,L1,Morning,3820.2,12.527,32.77,97.377,2,8.192,94.53,Normal
CELL-000269,2024-01-20 00:57:12,NCA,Factory_B,L2,Morning,3837.7,10.409,30.48,97.121,94,9.332,95.63,Normal
CELL-000270,2023-04-14 12:26:42,NCM,Factory_B,L2,Night,3311.1,29.397,30.03,89.979,333,7.43,94.63,Defective
CELL-000271,2023-05-11 02:32:09,NCM,Factory_A,L4,Afternoon,3880.8,11.304,31.81,98.636,31,8.659,99.16,Normal
CELL-000272,2023-06-22 13:28:23,NCM,Factory_B,L3,Afternoon,3424.8,27.453,29.0,90.731,34,7.827,91.34,Defective
CELL-000273,2024-03-02 01:33:15,LFP,Factory_B,L3,Night,3450.4,26.976,23.18,93.823,29,8.373,102.42,Defective
CELL-000274,2023-11-22 16:53:12,NCM,Factory_C,L2,Afternoon,3848.3,9.259,20.53,96.702,62,8.992,94.96,Normal
CELL-000275,2024-11-22 16:35:52,NCM,Factory_C,L3,Afternoon,3949.3,12.662,25.5,97.47,217,8.193,95.58,Normal
CELL-000276,2023-03-28 12:18:56,NCM,Factory_B,L3,Morning,3849.0,12.122,27.38,96.833,431,8.153,93.82,Normal
CELL-000277,2024-02-02 08:13:55,NCM,Factory_B,L4,Night,3877.8,10.382,19.2,98.354,1,8.346,95.84,Normal
CELL-000278,2024-01-20 19:07:52,NCM,Factory_A,L4,Night,3924.0,9.556,21.64,96.849,13,7.569,87.74,Normal
CELL-000279,2023-11-28 20:29:33,NCM,Factory_A,L2,Night,3919.5,9.246,22.12,97.967,57,8.773,94.7,Normal
CELL-000280,2024-01-23 04:54:11,LFP,Factory_A,L3,Afternoon,3759.6,9.241,29.91,98.338,149,8.394,90.78,Normal
CELL-000281,2023-11-25 04:00:21,NCM,Factory_B,L4,Afternoon,3880.8,8.767,19.07,97.518,5,8.331,96.76,Normal
CELL-000282,2024-05-08 14:45:57,NCM,Factory_C,L3,Night,3787.4,10.382,23.75,98.484,42,9.951,98.85,Normal
CELL-000283,2023-03-05 11:35:53,NCM,Factory_B,L4,Night,3908.6,8.791,23.66,96.678,70,8.672,91.97,Normal
CELL-000284,2024-06-01 13:19:29,NCM,Factory_A,L4,Afternoon,3780.4,11.409,32.19,97.633,10,8.739,100.58,Normal
CELL-000285,2023-01-26 02:17:47,LFP,Factory_B,L3,Night,3856.3,9.569,25.07,96.25,252,8.694,92.33,Normal
CELL-000286,2024-10-17 18:21:23,NCM,Factory_C,L4,Morning,3268.1,19.517,30.69,93.647,96,8.314,93.89,Defective
CELL-000287,2023-12-10 15:56:42,LFP,Factory_B,L1,Night,3827.9,10.401,30.24,97.443,331,8.472,93.44,Normal
CELL-000288,2024-09-16 07:14:30,NCM,Factory_A,L1,Night,3731.8,12.04,28.8,98.292,4,8.342,95.14,Normal
CELL-000289,2023-11-23 15:00:38,LFP,Factory_C,L3,Morning,3888.8,8.882,27.99,97.245,140,8.046,94.02,Normal
CELL-000290,2023-10-11 04:21:57,LFP,Factory_B,L2,Afternoon,3854.3,11.152,25.16,97.024,212,7.985,94.0,Normal
CELL-000291,2023-04-10 13:17:56,LFP,Factory_A,L4,Night,3789.8,7.404,29.7,97.032,43,9.802,94.48,Normal
CELL-000292,2024-06-22 12:14:45,NCM,Factory_A,L3,Morning,3957.1,9.847,20.98,97.601,27,8.269,99.79,Normal
CELL-000293,2023-12-24 15:50:28,NCM,Factory_C,L1,Night,4041.3,8.369,29.12,96.688,203,8.398,98.27,Normal
CELL-000294,2023-07-19 03:41:23,NCM,Factory_B,L4,Night,3787.2,7.786,22.13,96.436,21,7.939,90.19,Normal
CELL-000295,2023-12-10 00:02:33,LFP,Factory_C,L3,Afternoon,3798.8,10.14,23.94,98.049,18,8.409,95.5,Normal
CELL-000296,2024-03-01 21:07:15,NCA,Factory_A,L3,Night,3526.9,32.125,29.81,90.031,117,8.543,90.96,Defective
CELL-000297,2023-05-29 08:22:42,NCM,Factory_B,L3,Afternoon,3911.1,9.901,29.35,96.573,41,7.248,93.17,Normal
CELL-000298,2023-07-22 18:51:02,LFP,Factory_B,L1,Afternoon,3770.5,9.36,28.68,98.44,49,7.798,96.53,Normal
CELL-000299,2023-06-24 09:32:06,NCA,Factory_B,L2,Afternoon,3920.9,12.233,29.63,98.333,40,9.379,94.29,Normal
CELL-000300,2024-09-27 04:35:33,LFP,Factory_C,L3,Morning,3969.8,13.689,21.12,96.821,281,9.895,90.84,Normal
CELL-000301,2023-08-17 00:02:26,NCM,Factory_B,L3,Night,3750.4,12.294,27.97,98.234,35,8.813,84.8,Normal
CELL-000302,2024-08-15 13:49:58,NCM,Factory_A,L4,Morning,3371.6,15.665,29.65,94.006,380,8.106,93.51,Defective
CELL-000303,2023-06-09 08:12:34,NCM,Factory_B,L2,Night,3894.8,10.258,29.35,97.301,303,8.284,93.0,Normal
CELL-000304,2023-12-03 07:19:52,LFP,Factory_B,L2,Night,3955.0,8.808,20.72,97.168,98,8.287,101.25,Normal
CELL-000305,2024-01-25 20:20:19,NCA,Factory_A,L2,Morning,3923.0,11.071,31.66,96.371,172,8.76,86.96,Normal
CELL-000306,2024-06-13 08:08:11,LFP,Factory_C,L4,Afternoon,3727.1,9.823,29.27,97.214,142,7.974,91.09,Normal
CELL-000307,2024-02-01 11:35:54,NCM,Factory_C,L4,Night,3865.5,8.854,22.73,97.106,36,8.282,93.45,Normal
CELL-000308,2023-10-24 03:13:45,LFP,Factory_A,L1,Morning,3769.9,10.007,19.91,97.707,106,9.005,86.78,Normal
CELL-000309,2024-08-18 14:14:08,LFP,Factory_A,L4,Afternoon,3688.8,8.336,21.91,98.487,134,9.085,97.23,Normal
CELL-000310,2024-04-16 00:37:37,NCM,Factory_A,L3,Morning,3799.6,11.949,21.33,96.521,280,8.16,94.45,Normal
CELL-000311,2024-04-18 06:06:18,LFP,Factory_A,L3,Afternoon,3838.9,10.054,30.32,97.066,1,8.5,97.08,Normal
CELL-000312,2023-04-21 03:34:25,LFP,Factory_C,L1,Afternoon,3810.6,6.63,28.59,96.909,156,8.693,94.28,Normal
CELL-000313,2023-03-16 18:17:31,LFP,Factory_A,L3,Morning,3286.5,15.666,31.37,93.761,358,9.529,94.83,Defective
CELL-000314,2024-02-18 00:22:34,NCM,Factory_C,L3,Morning,3852.5,11.529,30.26,97.944,12,8.641,97.74,Normal
CELL-000315,2023-03-17 15:35:41,NCM,Factory_C,L4,Night,3782.0,10.502,30.32,98.08,40,7.578,96.13,Normal
CELL-000316,2024-02-15 23:12:41,NCM,Factory_A,L3,Afternoon,3839.8,12.926,22.25,98.411,17,8.112,94.33,Normal
CELL-000317,2024-04-15 10:12:00,LFP,Factory_A,L1,Morning,3862.8,11.345,20.54,97.449,404,8.31,88.94,Normal
CELL-000318,2023-03-18 02:59:32,NCA,Factory_B,L3,Afternoon,3876.3,7.576,28.13,97.296,127,9.162,96.7,Normal
CELL-000319,2023-10-03 08:42:29,NCM,Factory_A,L2,Afternoon,3840.5,9.806,28.47,97.184,474,9.066,99.94,Normal
CELL-000320,2024-10-02 00:01:11,NCA,Factory_A,L2,Night,3919.3,9.924,26.21,97.138,40,7.583,93.4,Normal
CELL-000321,2023-01-05 14:09:41,NCM,Factory_B,L4,Morning,3838.1,11.365,22.88,97.392,38,8.997,100.38,Normal
CELL-000322,2024-04-21 08:06:25,LFP,Factory_B,L2,Morning,3717.9,10.169,20.19,97.98,26,8.71,97.89,Normal
CELL-000323,2024-12-01 20:32:25,NCM,Factory_B,L1,Morning,3836.7,9.841,22.99,98.954,38,7.862,92.94,Normal
CELL-000324,2024-03-14 09:26:59,NCA,Factory_B,L2,Afternoon,3861.2,10.672,24.04,98.147,20,8.679,86.7,Normal
CELL-000325,2024-05-29 06:37:06,NCA,Factory_A,L3,Morning,3894.0,8.568,24.43,96.71,43,6.977,95.26,Normal
CELL-000326,2024-09-15 09:48:55,NCA,Factory_A,L4,Morning,3903.2,15.068,26.24,97.162,52,7.804,94.31,Normal
CELL-000327,2024-07-11 14:15:13,NCM,Factory_A,L3,Night,4047.4,10.011,21.52,98.067,75,8.053,90.23,Normal
CELL-000328,2023-07-04 18:54:30,NCM,Factory_B,L1,Night,3758.2,9.029,22.0,97.178,53,9.093,98.94,Normal
CELL-000329,2023-09-04 01:13:57,NCM,Factory_B,L2,Night,4036.8,11.422,31.12,97.833,231,8.133,95.79,Normal
CELL-000330,2024-11-30 02:22:49,LFP,Factory_C,L3,Morning,3866.5,10.133,29.19,97.151,64,8.764,91.58,Normal
CELL-000331,2024-08-22 12:28:05,NCA,Factory_B,L1,Night,3836.2,6.803,32.21,97.519,3,8.701,97.42,Normal
CELL-000332,2023-12-25 05:34:47,NCM,Factory_C,L3,Afternoon,3807.7,9.535,22.69,96.773,180,7.149,96.81,Normal
CELL-000333,2023-02-15 19:11:46,LFP,Factory_B,L2,Afternoon,3895.9,9.934,27.56,97.708,252,8.442,88.22,Normal
CELL-000334,2024-08-03 06:54:57,NCM,Factory_C,L1,Night,3773.3,11.999,32.0,97.658,171,8.385,91.71,Normal
CELL-000335,2024-02-08 08:42:10,NCM,Factory_B,L3,Night,3951.9,8.104,30.06,98.141,50,8.977,92.25,Normal
CELL-000336,2024-05-31 08:03:04,NCM,Factory_A,L1,Night,3932.2,10.477,21.88,97.733,4,8.249,87.85,Normal
CELL-000337,2024-11-21 16:26:04,NCM,Factory_B,L2,Morning,3894.7,9.798,29.97,96.749,216,8.779,92.7,Normal
CELL-000338,2023-09-20 22:01:24,NCM,Factory_B,L3,Night,3989.5,10.241,33.21,97.833,279,7.525,94.77,Normal
CELL-000339,2023-08-05 09:43:34,LFP,Factory_A,L2,Night,3821.0,9.981,30.73,98.424,208,8.883,91.85,Normal
CELL-000340,2023-07-20 03:39:58,LFP,Factory_A,L2,Night,3999.0,10.096,20.96,98.068,270,8.814,92.76,Normal
CELL-000341,2023-10-12 21:03:26,NCA,Factory_C,L1,Afternoon,3826.3,11.1,21.63,97.108,36,7.81,97.83,Normal
CELL-000342,2023-06-16 05:13:23,NCM,Factory_A,L1,Night,3771.7,9.922,22.8,95.385,43,8.495,100.48,Normal
CELL-000343,2024-12-06 14:09:02,LFP,Factory_B,L1,Morning,3946.6,9.923,22.46,97.241,23,8.452,96.45,Normal
CELL-000344,2023-03-08 08:14:53,NCM,Factory_C,L2,Night,3857.0,12.826,21.69,98.18,11,9.018,86.94,Normal
CELL-000345,2023-10-04 23:51:48,NCM,Factory_B,L1,Afternoon,3802.4,9.627,30.95,97.565,5,9.025,92.46,Normal
CELL-000346,2023-02-08 03:34:33,LFP,Factory_A,L2,Night,3812.3,10.737,28.62,96.942,24,8.324,94.23,Normal
CELL-000347,2023-12-19 08:50:05,NCM,Factory_B,L3,Night,3883.7,10.822,21.89,97.323,27,8.913,94.94,Normal
CELL-000348,2024-08-02 12:27:47,NCM,Factory_A,L1,Night,3875.4,12.842,30.03,97.052,10,8.454,99.0,Normal
CELL-000349,2024-10-06 09:32:35,NCM,Factory_A,L3,Afternoon,3931.2,13.848,21.2,97.709,37,9.835,95.63,Normal
CELL-000350,2023-01-18 04:42:48,LFP,Factory_B,L3,Night,3875.0,8.492,29.95,97.551,571,8.507,99.87,Normal
CELL-000351,2024-06-29 16:18:00,NCM,Factory_C,L1,Afternoon,3619.6,9.06,27.96,97.311,128,8.091,95.38,Normal
CELL-000352,2024-02-26 03:43:56,LFP,Factory_A,L3,Morning,3801.2,12.336,29.09,97.265,257,7.857,96.11,Normal
CELL-000353,2024-03-24 15:55:17,NCM,Factory_C,L1,Morning,3880.9,9.788,22.91,97.283,34,8.358,92.51,Normal
CELL-000354,2023-02-21 04:59:40,LFP,Factory_A,L1,Afternoon,3806.8,9.214,23.1,97.162,89,8.793,91.88,Normal
CELL-000355,2024-08-03 00:39:01,NCM,Factory_B,L2,Morning,3344.9,30.056,20.03,93.757,84,7.809,97.36,Defective
CELL-000356,2024-07-13 03:24:56,LFP,Factory_C,L1,Morning,3868.1,7.27,31.07,96.997,6,8.604,92.01,Normal
CELL-000357,2024-12-18 01:50:20,LFP,Factory_B,L1,Morning,3787.7,9.578,30.35,98.33,9,8.339,98.79,Normal
CELL-000358,2024-12-14 20:35:21,NCA,Factory_C,L4,Morning,3695.2,9.104,23.74,97.051,156,7.088,91.2,Normal
CELL-000359,2024-03-31 07:57:31,NCM,Factory_C,L2,Night,3889.4,9.364,30.81,98.258,31,6.742,99.2,Normal
CELL-000360,2023-11-30 12:51:14,NCM,Factory_A,L1,Night,3802.3,12.011,19.69,96.851,10,9.241,98.42,Normal
CELL-000361,2024-01-19 02:20:57,LFP,Factory_A,L2,Morning,3757.8,9.263,29.27,95.855,48,9.389,97.53,Normal
CELL-000362,2024-10-13 15:29:24,NCA,Factory_C,L1,Afternoon,3794.6,11.593,22.17,98.508,2,7.232,90.43,Normal
CELL-000363,2023-05-20 21:27:47,NCA,Factory_B,L3,Morning,4066.1,10.875,28.23,97.419,142,9.165,93.56,Normal
CELL-000364,2024-09-01 17:22:50,NCM,Factory_A,L4,Afternoon,3747.9,10.819,26.86,96.672,17,9.091,93.89,Normal
CELL-000365,2023-08-12 22:01:20,LFP,Factory_B,L4,Night,3997.8,10.089,32.55,97.115,77,8.574,90.6,Normal
CELL-000366,2023-10-18 07:16:37,NCM,Factory_B,L3,Afternoon,3922.4,10.986,20.49,97.142,142,8.801,94.79,Normal
CELL-000367,2024-09-22 02:16:05,NCA,Factory_A,L1,Afternoon,3396.6,31.127,23.45,94.183,165,8.11,94.0,Defective
CELL-000368,2023-10-21 08:20:56,NCM,Factory_C,L3,Morning,3861.8,7.741,27.57,97.157,182,8.473,100.78,Normal
CELL-000369,2023-03-07 03:41:02,NCA,Factory_A,L3,Morning,3309.2,20.728,29.24,94.691,15,8.8,89.42,Defective
CELL-000370,2023-02-11 11:34:12,NCM,Factory_C,L2,Afternoon,3815.1,10.419,28.0,97.755,53,9.225,99.32,Normal
CELL-000371,2023-03-27 02:27:35,LFP,Factory_A,L4,Morning,3834.9,11.473,21.41,97.379,96,8.383,95.04,Normal
CELL-000372,2024-08-13 16:32:24,LFP,Factory_B,L4,Morning,3809.1,11.671,30.01,97.99,140,8.298,98.13,Normal
CELL-000373,2024-12-03 15:15:15,NCM,Factory_B,L4,Morning,3972.9,11.099,28.29,96.757,67,7.534,94.25,Normal
CELL-000374,2024-09-05 07:57:16,NCM,Factory_A,L4,Night,3978.0,9.423,29.17,97.02,33,8.021,103.39,Normal
CELL-000375,2024-05-17 09:09:52,LFP,Factory_B,L2,Morning,3800.6,10.658,22.79,97.662,178,8.897,93.09,Normal
CELL-000376,2024-06-18 22:50:23,LFP,Factory_A,L1,Morning,3889.2,11.445,24.19,98.474,55,8.547,95.05,Normal
CELL-000377,2023-08-07 03:28:49,NCM,Factory_B,L1,Morning,3932.3,9.074,21.49,96.801,46,8.379,92.49,Normal
CELL-000378,2023-11-19 09:32:36,LFP,Factory_B,L4,Morning,3849.9,9.647,20.94,95.957,22,9.017,99.2,Normal
CELL-000379,2024-07-06 18:29:54,LFP,Factory_B,L1,Morning,3345.3,35.344,30.03,93.842,146,8.762,97.88,Defective
CELL-000380,2024-09-26 03:13:25,LFP,Factory_A,L3,Night,3793.8,10.519,32.93,97.378,121,7.104,95.01,Normal
CELL-000381,2023-12-04 07:33:27,NCM,Factory_B,L3,Afternoon,3826.2,9.147,30.55,96.925,18,8.979,96.48,Normal
CELL-000382,2024-09-12 00:29:50,LFP,Factory_B,L1,Night,3744.0,12.147,24.6,97.735,65,8.607,97.64,Normal
CELL-000383,2024-04-09 23:03:44,NCM,Factory_C,L3,Morning,3860.8,12.115,23.76,98.926,7,7.29,92.62,Normal
CELL-000384,2023-05-19 05:15:12,NCM,Factory_C,L2,Afternoon,3999.8,9.202,28.42,97.751,462,7.4,92.8,Normal
CELL-000385,2023-07-16 01:57:37,LFP,Factory_A,L1,Morning,3950.8,15.076,21.5,98.648,52,8.568,96.34,Normal
CELL-000386,2023-07-08 12:33:34,LFP,Factory_C,L4,Night,3795.8,10.482,22.62,98.188,87,8.837,95.37,Normal
CELL-000387,2023-07-13 01:32:16,LFP,Factory_A,L1,Night,3696.0,6.969,21.7,96.852,180,8.223,95.33,Normal
CELL-000388,2023-10-18 04:20:50,NCA,Factory_A,L1,Afternoon,3736.5,8.073,26.75,98.683,85,9.025,96.97,Normal
CELL-000389,2023-04-02 16:57:52,NCM,Factory_B,L3,Morning,3441.2,19.651,28.3,92.82,115,8.844,89.0,Defective
CELL-000390,2023-02-24 11:00:30,NCM,Factory_B,L2,Afternoon,3707.9,10.374,18.5,98.139,6,7.52,97.43,Normal
CELL-000391,2023-11-08 09:02:42,NCM,Factory_A,L2,Morning,3775.7,9.674,29.21,97.448,91,8.436,94.02,Normal
CELL-000392,2023-08-31 00:48:54,LFP,Factory_C,L3,Morning,3824.3,9.638,26.46,99.258,4,7.642,97.79,Normal
CELL-000393,2023-02-22 12:50:13,LFP,Factory_B,L2,Afternoon,3919.9,12.545,32.95,97.161,155,7.82,93.68,Normal
CELL-000394,2024-10-02 16:47:45,NCA,Factory_C,L2,Night,3987.2,7.577,20.17,99.129,118,8.338,100.85,Normal
CELL-000395,2023-12-11 21:05:39,LFP,Factory_C,L2,Afternoon,3922.4,10.047,22.89,96.901,157,8.639,92.79,Normal
CELL-000396,2024-08-27 20:09:02,NCM,Factory_B,L1,Morning,3794.5,8.721,22.24,97.37,40,7.97,91.55,Normal
CELL-000397,2023-12-04 10:31:36,NCM,Factory_C,L1,Morning,3776.4,11.518,29.12,97.891,149,8.026,93.12,Normal
CELL-000398,2024-10-07 03:13:00,NCA,Factory_B,L4,Morning,3529.3,47.697,21.09,92.462,15,7.896,97.45,Defective
CELL-000399,2024-05-24 13:41:19,NCM,Factory_A,L3,Morning,3815.5,10.241,30.15,97.346,40,9.321,92.43,Normal
CELL-000400,2023-11-08 09:49:58,LFP,Factory_A,L2,Morning,3754.2,11.688,21.81,97.867,20,9.33,90.46,Normal
CELL-000401,2024-11-26 22:58:40,LFP,Factory_B,L1,Afternoon,3923.7,9.964,31.09,97.543,113,8.763,95.2,Normal
CELL-000402,2024-08-18 11:46:41,NCM,Factory_A,L4,Morning,3383.5,27.118,22.46,92.58,297,8.516,92.33,Defective
CELL-000403,2024-06-19 04:07:47,LFP,Factory_B,L2,Afternoon,3914.9,11.148,21.33,96.775,131,8.455,89.01,Normal
CELL-000404,2023-12-22 09:34:06,NCM,Factory_B,L1,Afternoon,3786.1,11.204,22.38,98.271,233,10.175,101.52,Normal
CELL-000405,2024-10-03 03:12:35,NCA,Factory_B,L2,Afternoon,3863.3,9.492,20.24,96.427,165,7.697,97.58,Normal
